"group"	"set"	"method"	"cutoff"	"ontology"	"ID"	"Pop.total"	"Pop.term"	"Study.total"	"Study.term"	"Pop.family"	"Study.family"	"nparents"	"is.trivial"	"p"	"p.adjusted"	"p.min"	"depth"	"ic"	"partition"	"level3"	"name"	"loci"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022411"	40819	1314	3682	433	10574	1633	2	"false"	7.58689332955072e-66	2.67893203466436e-62	0	6	5.33321031453356	"biological_process"	"cellular component organization or biogenesis"	"cellular component disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022607"	40819	2336	3682	579	5774	975	2	"false"	3.12462959218965e-39	1.09455774614403e-35	0	5	3.86517285424048	"biological_process"	"cellular component organization or biogenesis"	"cellular component assembly"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022613"	40819	1676	3682	513	2949	656	1	"false"	3.76504899098528e-38	1.31814365174395e-34	0	3	5.54425916096442	"biological_process"	"cellular component biogenesis"	"ribonucleoprotein complex biogenesis"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022618"	40819	1324	3682	457	2267	584	3	"false"	2.91627950248707e-31	1.01807317431824e-27	0	11	6.61061058741431	"biological_process"	"cellular component organization or biogenesis"	"ribonucleoprotein complex assembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022625"	40819	228	3682	151	564	313	3	"false"	1.58857855431452e-05	0.0497542803211308	1.59778151792944e-164	22	10.7537453138058	"cellular_component"	"cell part"	"cytosolic large ribosomal subunit"	"P50346"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0022626"	40819	415	3682	273	810	378	2	"false"	9.76062409914378e-30	3.40060143614169e-26	6.68731510680422e-243	17	9.65513302513773	"cellular_component"	"cell part"	"cytosolic ribosome"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0030003"	40819	232	3682	53	401	58	2	"false"	1.95319373078787e-09	6.50608831725438e-06	6.9128500954575e-118	15	5.75653304004173	"biological_process"	"regulation of biological quality"	"cellular cation homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0030060"	40819	15	3682	11	367	59	2	"false"	6.42507000816714e-07	0.00207915265464289	5.92149416074617e-27	11	10.7537453138058	"molecular_function"	"biological_process"	"L-malate dehydrogenase activity"	"P37228"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0030529"	40819	1279	3682	484	18058	2403	2	"false"	1.49152027855698e-118	5.28445634692737e-115	0	7	5.89393290944417	"cellular_component"	"cell part"	"intracellular ribonucleoprotein complex"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0030659"	40819	139	3682	61	234	63	2	"false"	8.32657503511352e-15	2.83436614195264e-11	4.38154196375821e-68	19	6.46328587265745	"cellular_component"	"organelle"	"cytoplasmic vesicle membrane"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031090"	40819	1313	3682	320	25483	2596	3	"false"	1.05612466579828e-52	3.71967107294154e-49	0	5	4.87321232740514	"cellular_component"	"organelle"	"organelle membrane"	"P08960,P08995,Q43463,P0CG89,P04145"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031420"	40819	32	3682	18	4762	442	1	"false"	2.59865528996606e-11	8.74447505073579e-08	5.97374271849757e-83	5	9.36745095268595	"molecular_function"	"ion binding"	"alkali metal ion binding"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031490"	40819	75	3682	15	4440	125	2	"false"	1.30252554088958e-09	4.34262015332586e-06	1.29973267892214e-164	7	9.65513302513773	"molecular_function"	"organic cyclic compound binding"	"chromatin DNA binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031491"	40819	56	3682	24	616	80	2	"false"	3.41978445901154e-09	1.13639437572954e-05	5.69174831322315e-81	4	9.36745095268595	"molecular_function"	"chromatin binding"	"nucleosome binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031492"	40819	24	3682	14	107	25	2	"false"	2.10977973108321e-05	0.065972812190972	1.99588562392541e-24	10	10.7537453138058	"molecular_function"	"organic cyclic compound binding"	"nucleosomal DNA binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031935"	40819	40	3682	14	3661	117	4	"false"	6.12221614232635e-12	2.06196239673552e-08	2.88748527757707e-95	80	7.70922287608242	"biological_process"	"regulation of biological process"	"regulation of chromatin silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031936"	40819	32	3682	14	951	78	7	"false"	2.83935713010154e-08	9.33864560090398e-05	2.22560119937259e-60	102	8.80783516475053	"biological_process"	"regulation of biological process"	"negative regulation of chromatin silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031982"	40819	587	3682	139	13848	1563	1	"false"	3.04248701056626e-18	1.04509428812951e-14	0	3	5.01717301632665	"cellular_component"	"membrane-bounded organelle"	"vesicle"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0031984"	40819	1279	3682	234	14711	1886	2	"false"	3.0498908727251e-09	1.01378372609382e-05	0	10	5.74311001970959	"cellular_component"	"organelle part"	"organelle subcompartment"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0032561"	40819	573	3682	217	5632	861	2	"false"	2.12643562301317e-45	7.46591547239923e-42	0	12	7.28800941100612	"molecular_function"	"small molecule binding"	"guanyl ribonucleotide binding"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0032984"	40819	1257	3682	422	2204	574	2	"false"	2.69234026580069e-21	9.28049689621496e-18	0	8	6.00015512269948	"biological_process"	"cellular component organization or biogenesis"	"macromolecular complex disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0032991"	40819	5141	3682	1139	29559	3104	1	"false"	8.24018896742941e-166	2.92773914012767e-162	0	1	3.11122117957294	"cellular_component"	"NA"	"macromolecular complex"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0033036"	40819	1618	3682	371	5087	774	1	"false"	1.65546373943065e-24	5.73452639338779e-21	0	2	3.53410327367511	"biological_process"	"NA"	"macromolecule localization"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0034220"	40819	1477	3682	233	3274	399	2	"false"	9.34053521138037e-09	3.0842447267978e-05	0	6	3.65619646319105	"biological_process"	"establishment of localization"	"ion transmembrane transport"	"P16313"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0034613"	40819	1133	3682	319	1374	345	2	"false"	1.30202801608953e-09	4.34226343365857e-06	2.90536159445558e-276	6	4.29697565823368	"biological_process"	"macromolecule localization"	"cellular protein localization"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0034728"	40819	111	3682	40	693	95	2	"false"	2.46646528858171e-11	8.30212216136602e-08	9.37731339100912e-132	9	7.42154080363064	"biological_process"	"cellular component organization or biogenesis"	"nucleosome organization"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0034976"	40819	129	3682	38	1391	125	1	"false"	8.57695839898501e-13	2.89901193885693e-09	7.38711425924663e-186	6	6.42301197351951	"biological_process"	"response to stress"	"response to endoplasmic reticulum stress"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0035639"	40819	5067	3682	846	6790	1044	2	"false"	7.00220397777214e-08	0.000229392202311815	0	7	8.67430377212601	"molecular_function"	"ion binding"	"purine ribonucleoside triphosphate binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0035966"	40819	126	3682	47	3196	221	2	"false"	2.55060670143002e-24	8.83020040035073e-21	7.56991726974386e-230	5	7.14282740116162	"biological_process"	"response to stress"	"response to topologically incorrect protein"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0035967"	40819	123	3682	46	1961	144	3	"false"	9.49086101291472e-24	3.2828888243672e-20	6.41329771561848e-199	11	7.28800941100612	"biological_process"	"response to stress"	"cellular response to topologically incorrect protein"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0036094"	40819	6640	3682	1034	20298	2101	1	"false"	8.41174209370395e-62	2.96682143644938e-58	0	2	5.4807457552421	"molecular_function"	"NA"	"small molecule binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0040029"	40819	120	3682	38	4272	192	1	"false"	2.00399127710237e-23	6.92779784494289e-20	7.62722033805238e-237	10	5.88621086335026	"biological_process"	"regulation of biological process"	"regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0042175"	40819	502	3682	131	28822	3057	3	"false"	5.37145079893923e-23	1.85529910595361e-19	0	5	6.51963880920859	"cellular_component"	"cell"	"nuclear outer membrane-endoplasmic reticulum membrane network"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0042255"	40819	156	3682	72	1838	530	3	"false"	1.17855841599424e-06	0.00379024386583747	3.76998238085826e-231	15	8.67430377212601	"biological_process"	"cellular component organization or biogenesis"	"ribosome assembly"	"P50346,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0042273"	40819	210	3682	93	1676	513	2	"false"	5.31416150888003e-06	0.0168990335982385	7.35375905207906e-274	5	7.98115659156606	"biological_process"	"cellular component biogenesis"	"ribosomal large subunit biogenesis"	"P50346"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0042886"	40819	1351	3682	333	1784	363	1	"false"	4.10484735050986e-18	1.40960458016509e-14	0	5	4.14439607063846	"biological_process"	"establishment of localization"	"amide transport"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043021"	40819	128	3682	36	421	69	1	"false"	2.84963406565711e-05	0.0887945974858756	1.16582807855714e-111	3	7.98115659156606	"molecular_function"	"macromolecular complex binding"	"ribonucleoprotein complex binding"	"Q39836"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043043"	40819	1194	3682	415	2683	670	3	"false"	8.64813562192626e-26	3.00090306080841e-22	0	16	4.74739215420411	"biological_process"	"nitrogen compound metabolic process"	"peptide biosynthetic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043167"	40819	10858	3682	1321	20298	2101	1	"false"	3.04944552415971e-20	1.05053398307302e-16	0	2	5.26894838031519	"molecular_function"	"NA"	"ion binding"	"Q43463,Q948P5,Q948P6,P24099,O82560,Q42806,Q39821,Q39828,Q39817,Q39839,P19976,P02236,P02235"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043168"	40819	6550	3682	989	10858	1321	1	"false"	1.86843869838903e-32	6.52832481217127e-29	0	3	5.53338948872752	"molecular_function"	"ion binding"	"anion binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043226"	40819	15056	3682	1976	29559	3104	1	"false"	1.3516345939591e-51	4.75910540532999e-48	0	1	3.00917550445135	"cellular_component"	"NA"	"organelle"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043228"	40819	2798	3682	650	15056	1976	1	"false"	4.26453936503299e-61	1.50367658011063e-57	0	2	4.25697032361998	"cellular_component"	"NA"	"non-membrane-bounded organelle"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043232"	40819	2798	3682	650	15049	1976	2	"false"	5.12543782720059e-61	1.80671683408821e-57	0	8	4.29540703046105	"cellular_component"	"non-membrane-bounded organelle"	"intracellular non-membrane-bounded organelle"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043241"	40819	1247	3682	422	1754	482	2	"false"	4.7602893350269e-23	1.64467996525179e-19	0	10	6.17903433530246	"biological_process"	"cellular component organization or biogenesis"	"protein complex disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043603"	40819	1470	3682	454	9279	1025	1	"false"	1.65946280573608e-120	5.88113618352867e-117	0	6	4.26911007817059	"biological_process"	"nitrogen compound metabolic process"	"cellular amide metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043604"	40819	1270	3682	421	6330	710	2	"false"	1.45381794076311e-135	5.15814605382753e-132	0	10	4.60314254535957	"biological_process"	"nitrogen compound metabolic process"	"amide biosynthetic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043891"	40819	150	3682	63	237	76	1	"false"	8.70598748519413e-06	0.0274586845283023	4.04139599524214e-67	10	9.65513302513773	"molecular_function"	"biological_process"	"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0043933"	40819	2200	3682	574	5315	913	1	"false"	5.76778075119788e-47	2.02737493404606e-43	0	4	4.28139901930494	"biological_process"	"cellular component organization or biogenesis"	"macromolecular complex subunit organization"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044085"	40819	2949	3682	656	5774	975	1	"false"	2.69643277561087e-29	9.38897892467705e-26	0	2	3.64960122081832	"biological_process"	"NA"	"cellular component biogenesis"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044248"	40819	1962	3682	253	18551	1879	2	"false"	1.82546165645866e-05	0.0571552044637208	0	5	3.434542855038	"biological_process"	"catabolic process"	"cellular catabolic process"	"P04670,O04104"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044249"	40819	7884	3682	916	18292	1894	2	"false"	6.36910079049238e-07	0.00206167792588238	0	5	2.58639332674977	"biological_process"	"biosynthetic process"	"cellular biosynthetic process"	"Q00423,P24099,O82560,P50346,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044267"	40819	7019	3682	868	14460	1282	2	"false"	9.34625891769479e-48	3.28707926135326e-44	0	11	3.06026367297067	"biological_process"	"organic substance metabolic process"	"cellular protein metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044281"	40819	2558	3682	510	6892	893	1	"false"	7.55983738290468e-39	2.64745505149322e-35	0	4	2.78611857447203	"biological_process"	"single-organism process"	"small molecule metabolic process"	"P04670,P37228,O04104,P24099,O82560,Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044391"	40819	540	3682	291	10682	1972	4	"false"	3.56652662135257e-81	1.2614804659724e-77	0	17	8.18879595634431	"cellular_component"	"cell part"	"ribosomal subunit"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044419"	40819	47	3682	21	465	30	1	"false"	8.28799732127305e-17	2.83615268333964e-13	1.22304181079341e-65	2	3.43520576523794	"biological_process"	"NA"	"interspecies interaction between organisms"	"P08960,P08995,P04670,P04671,P04672,P16313,P08863,P04144,P04145,P02236,P02235"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044422"	40819	6030	3682	1227	29559	3104	2	"false"	3.95680994013586e-149	1.40506320974224e-145	0	2	3.32660118039723	"cellular_component"	"NA"	"organelle part"	"P08960,P08995,Q00423,Q43463,P0CG89,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044424"	40819	18051	3682	2403	21376	2656	2	"false"	2.81546140061068e-22	9.71897275490808e-19	0	4	2.78335040661442	"cellular_component"	"cell part"	"intracellular part"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044432"	40819	546	3682	152	10641	1968	3	"false"	2.61147644867005e-08	8.59175751612448e-05	0	15	6.10935441466447	"cellular_component"	"cell part"	"endoplasmic reticulum part"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044444"	40819	8160	3682	1634	18051	2403	2	"false"	2.79507409912879e-129	9.91133275551068e-126	0	6	3.410966124474	"cellular_component"	"cell part"	"cytoplasmic part"	"P08960,P08995,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P50346,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044445"	40819	494	3682	306	8160	1634	2	"false"	2.32694380917654e-99	8.2420349721033e-96	0	8	6.26510894407371	"cellular_component"	"cell part"	"cytosolic part"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044446"	40819	6026	3682	1227	18051	2403	3	"false"	1.29419260002385e-82	4.58014761148442e-79	0	8	3.41355847848573	"cellular_component"	"organelle part"	"intracellular organelle part"	"P08960,P08995,Q00423,Q43463,P0CG89,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044464"	40819	21376	3682	2656	29559	3104	2	"false"	2.21728020099935e-76	7.84030279073371e-73	0	2	2.26454015892978	"cellular_component"	"NA"	"cell part"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044699"	40819	14759	3682	1987	29947	3141	1	"false"	2.49985942946615e-62	8.81950406715658e-59	0	1	0.723713219944761	"biological_process"	"NA"	"single-organism process"	"Q00423,Q43463,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,P02236,P02235,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044710"	40819	6892	3682	893	26151	2699	2	"false"	1.34960500096924e-16	4.61564910331478e-13	0	3	1.86595454961052	"biological_process"	"single-organism process"	"single-organism metabolic process"	"P04670,Q948P5,Q948P6,P37228,O04104,P24099,O82560,Q42806,Q39839,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044711"	40819	2159	3682	326	12538	1457	2	"false"	4.44472213450215e-08	0.000145875780454361	0	5	3.25542944303886	"biological_process"	"biosynthetic process"	"single-organism biosynthetic process"	"P24099,O82560,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044712"	40819	961	3682	167	8424	1041	2	"false"	9.22495046395188e-07	0.00297412402957809	0	5	3.71759682005531	"biological_process"	"catabolic process"	"single-organism catabolic process"	"P04670,O04104,Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044723"	40819	854	3682	156	7787	937	2	"false"	1.21701652092094e-08	4.01250346947635e-05	0	7	4.3337503856587	"biological_process"	"primary metabolic process"	"single-organism carbohydrate metabolic process"	"P37228,Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044724"	40819	243	3682	75	1793	253	3	"false"	1.8618170372987e-13	6.30783612236799e-10	4.04965790757686e-308	12	5.46547828311131	"biological_process"	"primary metabolic process"	"single-organism carbohydrate catabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044763"	40819	8432	3682	1411	25606	2769	2	"false"	4.75876265552648e-96	1.68507785632193e-92	0	3	1.40277381208992	"biological_process"	"single-organism process"	"single-organism cellular process"	"Q00423,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39836,Q39839,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0044815"	40819	93	3682	58	5141	1139	1	"false"	4.38515635037476e-17	1.50235456563839e-13	1.99250351134553e-201	2	8.55652073646963	"cellular_component"	"NA"	"DNA packaging complex"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0045333"	40819	196	3682	86	240	89	1	"false"	6.70724935913078e-07	0.00216979516767881	3.31974551801469e-49	10	6.37171867913196	"biological_process"	"cellular process"	"cellular respiration"	"P37228"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0045814"	40819	79	3682	36	481	78	2	"false"	4.41458868127596e-12	1.48815784445813e-08	1.02105393797351e-92	15	6.88254430289795	"biological_process"	"regulation of biological process"	"negative regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0045815"	40819	34	3682	14	930	83	2	"false"	2.25441893974681e-07	0.000733362481099638	6.41099588410472e-63	15	8.18879595634431	"biological_process"	"regulation of biological process"	"positive regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0045892"	40819	231	3682	51	4120	158	5	"false"	4.24391703057149e-27	1.47391238471748e-23	0	63	5.69749950845754	"biological_process"	"regulation of biological process"	"negative regulation of transcription, DNA-templated"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0045934"	40819	291	3682	52	8045	626	4	"false"	7.98519395796908e-09	2.64150216129617e-05	0	25	4.96378514290859	"biological_process"	"regulation of biological process"	"negative regulation of nucleobase-containing compound metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0046034"	40819	286	3682	126	411	148	3	"false"	9.91270393338044e-08	0.00032414541862154	5.18302580844144e-109	37	6.33490470600925	"biological_process"	"cellular process"	"ATP metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0046390"	40819	276	3682	88	1141	220	3	"false"	3.84960841182571e-09	1.2788399144085e-05	2.54958961097754e-273	14	6.26510894407371	"biological_process"	"cellular process"	"ribose phosphate biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0046907"	40819	1202	3682	336	20774	2635	4	"false"	1.43175298003086e-48	5.03690698374856e-45	0	10	4.39071721026538	"biological_process"	"establishment of localization"	"intracellular transport"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0046939"	40819	192	3682	71	3676	405	2	"false"	1.10954567925027e-22	3.83126123045118e-19	0	23	6.76476126724157	"biological_process"	"cellular process"	"nucleotide phosphorylation"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051053"	40819	57	3682	14	1798	123	4	"false"	1.45994643009671e-05	0.0457839200478329	2.98082745904516e-109	33	6.31109405731553	"biological_process"	"regulation of biological process"	"negative regulation of DNA metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051179"	40819	5087	3682	774	29947	3141	1	"false"	4.65103919423729e-31	1.62274757486939e-27	0	1	2.12215258208111	"biological_process"	"NA"	"localization"	"P08995,Q43463,Q948P5,Q948P6,P16313,P19976,P02236,P02235"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051186"	40819	672	3682	145	17998	1855	1	"false"	1.67844801034075e-18	5.76882581154115e-15	0	4	4.52523431021466	"biological_process"	"cellular process"	"cofactor metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051238"	40819	38	3682	14	119	17	1	"false"	5.37975693073044e-06	0.0170914877689306	5.43901942679598e-32	5	8.18879595634431	"biological_process"	"biological regulation"	"sequestering of metal ion"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051253"	40819	262	3682	52	6231	379	4	"false"	6.66209599815843e-15	2.26910989697276e-11	0	33	5.46044048908135	"biological_process"	"regulation of biological process"	"negative regulation of RNA metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051641"	40819	1492	3682	389	5087	774	1	"false"	7.50353084882129e-41	2.62998756251186e-37	0	2	3.55930846270551	"biological_process"	"NA"	"cellular localization"	"Q43463,Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0051649"	40819	1276	3682	339	23022	2817	3	"false"	7.09397074724103e-47	2.4928213205805e-43	0	6	4.03594061878215	"biological_process"	"establishment of localization"	"establishment of localization in cell"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0055082"	40819	260	3682	57	771	111	2	"false"	2.60205117838139e-05	0.0811839967654995	3.12354605464911e-213	11	5.55524828254002	"biological_process"	"regulation of biological quality"	"cellular chemical homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0055086"	40819	743	3682	196	14554	1727	3	"false"	4.87129837262162e-29	1.69521183367233e-25	0	16	4.17033609164708	"biological_process"	"cellular process"	"nucleobase-containing small molecule metabolic process"	"P04670,O04104,Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0060968"	40819	45	3682	14	7570	520	3	"false"	1.00320885363825e-06	0.00323033250871516	3.76188636694355e-119	19	6.82191968108152	"biological_process"	"regulation of biological process"	"regulation of gene silencing"	"Q00423,Q10370"
